,Дата транзакции,Сумма в RUB,БЕ
144,2021-05-25,-484239143.6616786,0
145,2021-05-26,-2689318.896601532,0
146,2021-05-27,-13062561.911634384,0
147,2021-05-28,0.0,0
148,2021-05-29,0.0,0
149,2021-05-30,-45674268.92777927,0
150,2021-05-31,0.0,0
151,2021-06-01,-350507117.2639319,0
152,2021-06-02,0.0,0
153,2021-06-03,-3715306.318448179,0
154,2021-06-04,0.0,0
155,2021-06-05,-225104.74619690308,0
156,2021-06-06,-10222467.255835025,0
157,2021-06-07,-1243625.2408707086,0
158,2021-06-08,-15773097.066494241,0
159,2021-06-09,-710020.5444772028,0
160,2021-06-10,-574963.3369776673,0
161,2021-06-11,0.0,0
162,2021-06-12,-419759.2178373673,0
163,2021-06-13,-58229743.29530079,0
164,2021-06-14,-2858672.7409873013,0
165,2021-06-15,-93213094.66008528,0
166,2021-06-16,0.0,0
167,2021-06-17,-7286182.216795737,0
168,2021-06-18,0.0,0
169,2021-06-19,-3642784.35029128,0
170,2021-06-20,-86907097.92762636,0
171,2021-06-21,-7401611.068665107,0
172,2021-06-22,-415708172.9873597,0
173,2021-06-23,0.0,0
174,2021-06-24,-20981255.976480443,0
175,2021-06-25,0.0,0
176,2021-06-26,-15588521.348930743,0
177,2021-06-27,-23028301.97380215,0
178,2021-06-28,-990136.824505731,0
179,2021-06-29,-269611366.8410733,0
180,2021-06-30,-7102442.149008841,0
