,Дата транзакции,Сумма в RUB,Месяц,БЕ
80,2021-03-22,-49907.53889675763,3,5
81,2021-03-23,-23915.53307874366,3,5
82,2021-03-24,-3012520.5208641053,3,5
83,2021-03-25,-32416412.99410302,3,5
84,2021-03-26,-1991961.8385442824,3,5
85,2021-03-27,0.0,3,5
86,2021-03-28,-3223.646109075905,3,5
87,2021-03-29,0.0,3,5
88,2021-03-30,-30304.458601541497,3,5
89,2021-03-31,0.0,3,5
90,2021-04-01,-25693606.315155692,4,5
91,2021-04-02,0.0,4,5
92,2021-04-03,-8846.788618366001,4,5
93,2021-04-04,-155583.5015817358,4,5
94,2021-04-05,-295332.52631464513,4,5
95,2021-04-06,0.0,4,5
96,2021-04-07,0.0,4,5
97,2021-04-08,-12895894.45839903,4,5
98,2021-04-09,-1894266.8326791942,4,5
99,2021-04-10,0.0,4,5
100,2021-04-11,0.0,4,5
101,2021-04-12,-217595.0850348643,4,5
102,2021-04-13,0.0,4,5
103,2021-04-14,-11595060.007070681,4,5
104,2021-04-15,-24059941.949219894,4,5
105,2021-04-16,0.0,4,5
106,2021-04-17,-80071.35604731209,4,5
107,2021-04-18,-375900.1160565908,4,5
108,2021-04-19,0.0,4,5
109,2021-04-20,-257103.05658825897,4,5
110,2021-04-21,-10110274.079588853,4,5
111,2021-04-22,-41398187.02382817,4,5
112,2021-04-23,0.0,4,5
113,2021-04-24,-85965.7694974474,4,5
114,2021-04-25,-59644.613484475856,4,5
115,2021-04-26,-14154.663100265321,4,5
116,2021-04-27,0.0,4,5
117,2021-04-28,-1783537.5793362923,4,5
118,2021-04-29,-29679765.067049257,4,5
119,2021-04-30,-138865.52972121004,4,5
120,2021-05-01,-5627305.0542293545,5,5
121,2021-05-02,-942145.9993833434,5,5
122,2021-05-03,-5454637.805870554,5,5
123,2021-05-04,-1080912.1066483823,5,5
124,2021-05-05,-5719453.007154157,5,5
125,2021-05-06,-5719750.033882797,5,5
126,2021-05-07,-5719750.033882797,5,5
127,2021-05-08,-5699433.045975327,5,5
128,2021-05-09,-341000.237967144,5,5
129,2021-05-10,-5549736.602440611,5,5
130,2021-05-11,-2283943.5567832333,5,5
131,2021-05-12,-5631792.39704597,5,5
132,2021-05-13,-5765345.38045563,5,5
133,2021-05-14,-5765345.38045563,5,5
134,2021-05-15,-5445289.164280831,5,5
135,2021-05-16,-465632.04073851096,5,5
136,2021-05-17,-5697853.039869492,5,5
137,2021-05-18,-1727714.92964907,5,5
138,2021-05-19,-5615522.699771755,5,5
139,2021-05-20,-5805769.123660109,5,5
140,2021-05-21,-5805769.123660109,5,5
141,2021-05-22,-5481754.168262481,5,5
142,2021-05-23,-1225158.4024782614,5,5
143,2021-05-24,-5696627.0712420065,5,5
144,2021-05-25,-753119.9887439744,5,5
145,2021-05-26,-5593217.2290158225,5,5
146,2021-05-27,-5776718.278877925,5,5
147,2021-05-28,-5776718.278877925,5,5
148,2021-05-29,-5632353.770942526,5,5
149,2021-05-30,-1138844.2738557525,5,5
150,2021-05-31,-5514081.525994009,5,5
151,2021-06-01,-561097.3639879645,6,5
152,2021-06-02,-5694131.844840503,6,5
153,2021-06-03,-5776718.278877925,6,5
154,2021-06-04,-5776718.278877925,6,5
155,2021-06-05,-5775866.380551981,6,5
156,2021-06-06,-628894.5791385443,6,5
157,2021-06-07,-5582510.453784551,6,5
158,2021-06-08,-2124815.4864651477,6,5
159,2021-06-09,-5776472.928087099,6,5
160,2021-06-10,-5850896.390643903,6,5
161,2021-06-11,-5850896.390643903,6,5
162,2021-06-12,-5584714.996051855,6,5
163,2021-06-13,-231033.59114378795,6,5
164,2021-06-14,-5702030.675995016,6,5
165,2021-06-15,-2020788.178788435,6,5
166,2021-06-16,-5668368.348128218,6,5
167,2021-06-17,-5861819.745166036,6,5
168,2021-06-18,-5861819.745166036,6,5
169,2021-06-19,-5620092.84976108,6,5
170,2021-06-20,-1178478.53892865,6,5
171,2021-06-21,-5801278.224870725,6,5
172,2021-06-22,-1074185.7425232371,6,5
173,2021-06-23,-5665529.164972851,6,5
174,2021-06-24,-5850119.193422754,6,5
175,2021-06-25,-5850119.193422754,6,5
176,2021-06-26,-5564158.579960699,6,5
177,2021-06-27,-1261909.4282820767,6,5
178,2021-06-28,-5575961.924529548,6,5
179,2021-06-29,-342634.6070153095,6,5
180,2021-06-30,0.0,6,5
